web-scraper-order,web-scraper-start-url,image-src,info
"1589788245-2008","https://pkmncards.com/set/sword-shield/","https://pkmncards.com/wp-content/uploads/en_US-SWSH1-185-vitality_band.jpg","<p class=""name-type""><a href=""https://pkmncards.com/name/vitality-band/"" class=""name"">Vitality Band</a><br><a href=""https://pkmncards.com/type/trainer/"" class=""type"">Trainer</a> — <a href=""https://pkmncards.com/type/item/"" class=""type"">Item</a> — <a href=""https://pkmncards.com/type/pokemon-tool/"" class=""type"">Pokémon Tool</a></p><p>Attach a Pokémon Tool to 1 of your Pokémon that doesn’t already have a Pokémon Tool attached.</p><p>The attacks of the Pokémon this card is attached to do 10 more damage to your opponent’s Active Pokémon <em>(before applying Weakness and Resistance)</em>.</p>
<p>You may play any number of Item cards during your turn.</p><p class=""artist-set"">Illus. <a href=""https://pkmncards.com/artist/toyste-beach/"" class=""artist"">Toyste Beach</a><br><a href=""https://pkmncards.com/set/sword-shield/"" class=""set"">Sword &amp; Shield</a> — <a href=""https://pkmncards.com/number/185/"" class=""number"">185</a>/202 — <a href=""https://pkmncards.com/rarity/uncommon/"" class=""rarity"">Uncommon</a></p>"
"1589788245-1841","https://pkmncards.com/set/sword-shield/","https://pkmncards.com/wp-content/uploads/en_US-SWSH1-018-dottler.jpg","<p class=""name-type""><a href=""https://pkmncards.com/name/dottler/"" class=""name"">Dottler</a> — <a href=""https://pkmncards.com/hp/70/"" class=""hp"">70 HP</a> — <a href=""https://pkmncards.com/color/grass/"" class=""color""><abbr title=""Grass"" class=""energy-symbol grass""><span class=""vh"">[</span>G<span class=""vh"">]</span></abbr></a><br><a href=""https://pkmncards.com/stage/stage-1/"" class=""stage"">Stage 1</a> — Evolves from <a href=""https://pkmncards.com?s=name%3Ablipbug+format%3Aupr-on-standard-2020%2Cblw-on-expanded-2020&amp;display=full&amp;sort=rating"" class=""evolves-from"">Blipbug</a></p><p><abbr title=""Colorless"" class=""energy-symbol colorless""><span class=""vh"">[</span>C<span class=""vh"">]</span></abbr> <span class=""attack-name"">Reflect</span><br>
During your opponent’s next turn, this Pokémon takes 40 less damage from attacks <em>(after applying Weakness and Resistance)</em>.</p>
<p><abbr title=""Grass"" class=""energy-symbol grass""><span class=""vh"">[</span>G<span class=""vh"">]</span></abbr><abbr title=""Colorless"" class=""energy-symbol colorless""><span class=""vh"">[</span>C<span class=""vh"">]</span></abbr> <span class=""attack-name"">Ram</span>: 30</p>
<p class=""weakness-resistance-retreat-cost"">weakness: <a href=""https://pkmncards.com/weakness/fire/"" class=""weakness""><abbr title=""Fire"" class=""energy-symbol fire""><span class=""vh"">[</span>R<span class=""vh"">]</span></abbr></a><span class=""modifier"">×2</span><br>resistance:<br>retreat: <a href=""https://pkmncards.com/retreat-cost/2/"" class=""retreat-cost"">2</a></p><p class=""artist-set"">Illus. <a href=""https://pkmncards.com/artist/misa-tsutsui/"" class=""artist"">Misa Tsutsui</a><br><a href=""https://pkmncards.com/set/sword-shield/"" class=""set"">Sword &amp; Shield</a> — <a href=""https://pkmncards.com/number/018/"" class=""number"">018</a>/202 — <a href=""https://pkmncards.com/rarity/uncommon/"" class=""rarity"">Uncommon</a></p><p class=""flavor"">As it grows inside its shell, it uses its psychic abilities to monitor the outside world and prepare for evolution.</p>"
"1589788245-1832","https://pkmncards.com/set/sword-shield/","https://pkmncards.com/wp-content/uploads/en_US-SWSH1-009-dhelmise_v.jpg","<p class=""name-type""><a href=""https://pkmncards.com/name/dhelmise-v/"" class=""name"">Dhelmise V</a> — <a href=""https://pkmncards.com/hp/220/"" class=""hp"">220 HP</a> — <a href=""https://pkmncards.com/color/grass/"" class=""color""><abbr title=""Grass"" class=""energy-symbol grass""><span class=""vh"">[</span>G<span class=""vh"">]</span></abbr></a><br><a href=""https://pkmncards.com/stage/basic/"" class=""stage"">Basic</a></p><p><abbr title=""Grass"" class=""energy-symbol grass""><span class=""vh"">[</span>G<span class=""vh"">]</span></abbr> <span class=""attack-name"">Anchor Anger</span>: 30+<br>
If any of your <abbr title=""Grass"" class=""energy-symbol grass""><span class=""vh"">[</span>G<span class=""vh"">]</span></abbr> Pokémon were Knocked Out by damage from an opponent’s attack during their last turn, this attack does 90 more damage.</p>
<p><abbr title=""Grass"" class=""energy-symbol grass""><span class=""vh"">[</span>G<span class=""vh"">]</span></abbr><abbr title=""Grass"" class=""energy-symbol grass""><span class=""vh"">[</span>G<span class=""vh"">]</span></abbr><abbr title=""Colorless"" class=""energy-symbol colorless""><span class=""vh"">[</span>C<span class=""vh"">]</span></abbr> <span class=""attack-name"">Giga Hammer</span>: 200<br>
During your next turn, this Pokémon can’t use Giga Hammer.</p>
<p><em>V rule:</em> When your Pokémon <em>V</em> is Knocked Out, your opponent takes 2 Prize cards.</p><p class=""weakness-resistance-retreat-cost"">weakness: <a href=""https://pkmncards.com/weakness/fire/"" class=""weakness""><abbr title=""Fire"" class=""energy-symbol fire""><span class=""vh"">[</span>R<span class=""vh"">]</span></abbr></a><span class=""modifier"">×2</span><br>resistance:<br>retreat: <a href=""https://pkmncards.com/retreat-cost/2/"" class=""retreat-cost"">2</a></p><p class=""artist-set"">Illus. <a href=""https://pkmncards.com/artist/eske-yoshinob/"" class=""artist"">Eske Yoshinob</a><br><a href=""https://pkmncards.com/set/sword-shield/"" class=""set"">Sword &amp; Shield</a> — <a href=""https://pkmncards.com/number/009/"" class=""number"">009</a>/202 — <a href=""https://pkmncards.com/rarity/rare-holo-v/"" class=""rarity"">Rare Holo V</a></p>"
"1589788245-1955","https://pkmncards.com/set/sword-shield/","https://pkmncards.com/wp-content/uploads/en_US-SWSH1-132-galarian_stunfisk.jpg","<p class=""name-type""><a href=""https://pkmncards.com/name/galarian-stunfisk/"" class=""name"">Galarian Stunfisk</a> — <a href=""https://pkmncards.com/hp/120/"" class=""hp"">120 HP</a> — <a href=""https://pkmncards.com/color/metal/"" class=""color""><abbr title=""Metal"" class=""energy-symbol metal""><span class=""vh"">[</span>M<span class=""vh"">]</span></abbr></a><br><a href=""https://pkmncards.com/stage/basic/"" class=""stage"">Basic</a></p><p><a href=""https://pkmncards.com/has/ability/"" class=""ability""><em>Ability</em></a>: <span class=""ability-name"">Snap Trap</span><br>
If this Pokémon is in the Active Spot and is damaged by an opponent’s attack (even if it is Knocked Out), discard an Energy from the Attacking Pokémon.</p>
<p><abbr title=""Metal"" class=""energy-symbol metal""><span class=""vh"">[</span>M<span class=""vh"">]</span></abbr><abbr title=""Colorless"" class=""energy-symbol colorless""><span class=""vh"">[</span>C<span class=""vh"">]</span></abbr> <span class=""attack-name"">Damage Rush</span>: 30+<br>
Flip a coin until you get tails. This attack does 30 more damage for each heads.</p>
<p class=""weakness-resistance-retreat-cost"">weakness: <a href=""https://pkmncards.com/weakness/fire/"" class=""weakness""><abbr title=""Fire"" class=""energy-symbol fire""><span class=""vh"">[</span>R<span class=""vh"">]</span></abbr></a><span class=""modifier"">×2</span><br>resistance: <a href=""https://pkmncards.com/resistance/grass/"" class=""resistance""><abbr title=""Grass"" class=""energy-symbol grass""><span class=""vh"">[</span>G<span class=""vh"">]</span></abbr></a><span class=""modifier"">-30</span><br>retreat: <a href=""https://pkmncards.com/retreat-cost/2/"" class=""retreat-cost"">2</a></p><p class=""artist-set"">Illus. <a href=""https://pkmncards.com/artist/kouki-saitou/"" class=""artist"">Kouki Saitou</a><br><a href=""https://pkmncards.com/set/sword-shield/"" class=""set"">Sword &amp; Shield</a> — <a href=""https://pkmncards.com/number/132/"" class=""number"">132</a>/202 — <a href=""https://pkmncards.com/rarity/uncommon/"" class=""rarity"">Uncommon</a></p><p class=""flavor"">Living in mud with a high iron content has given it a strong steel body.</p>"
"1589788245-2024","https://pkmncards.com/set/sword-shield/","https://pkmncards.com/wp-content/uploads/en_US-SWSH1-201-professors_research.jpg","<p class=""name-type""><a href=""https://pkmncards.com/name/professors-research/"" class=""name"">Professor’s Research</a><br><a href=""https://pkmncards.com/type/trainer/"" class=""type"">Trainer</a> — <a href=""https://pkmncards.com/type/supporter/"" class=""type"">Supporter</a></p><p>Discard your hand and draw 7 cards.</p>
<p>You may play only 1 Supporter card during your turn.</p><p class=""artist-set"">Illus. <a href=""https://pkmncards.com/artist/yusuke-ohmura/"" class=""artist"">Yusuke Ohmura</a><br><a href=""https://pkmncards.com/set/sword-shield/"" class=""set"">Sword &amp; Shield</a> — <a href=""https://pkmncards.com/number/201/"" class=""number"">201</a>/202 — <a href=""https://pkmncards.com/rarity/rare-ultra/"" class=""rarity"">Rare Ultra</a></p>"
"1589788245-1880","https://pkmncards.com/set/sword-shield/","https://pkmncards.com/wp-content/uploads/en_US-SWSH1-057-drizzile.jpg","<p class=""name-type""><a href=""https://pkmncards.com/name/drizzile/"" class=""name"">Drizzile</a> — <a href=""https://pkmncards.com/hp/90/"" class=""hp"">90 HP</a> — <a href=""https://pkmncards.com/color/water/"" class=""color""><abbr title=""Water"" class=""energy-symbol water""><span class=""vh"">[</span>W<span class=""vh"">]</span></abbr></a><br><a href=""https://pkmncards.com/stage/stage-1/"" class=""stage"">Stage 1</a> — Evolves from <a href=""https://pkmncards.com?s=name%3Asobble+format%3Aupr-on-standard-2020%2Cblw-on-expanded-2020&amp;display=full&amp;sort=rating"" class=""evolves-from"">Sobble</a></p><p><abbr title=""Water"" class=""energy-symbol water""><span class=""vh"">[</span>W<span class=""vh"">]</span></abbr> <span class=""attack-name"">Rain Splash</span>: 30</p>
<p><abbr title=""Water"" class=""energy-symbol water""><span class=""vh"">[</span>W<span class=""vh"">]</span></abbr><abbr title=""Colorless"" class=""energy-symbol colorless""><span class=""vh"">[</span>C<span class=""vh"">]</span></abbr> <span class=""attack-name"">Wave Splash</span>: 40</p>
<p class=""weakness-resistance-retreat-cost"">weakness: <a href=""https://pkmncards.com/weakness/lightning/"" class=""weakness""><abbr title=""Lightning"" class=""energy-symbol lightning""><span class=""vh"">[</span>L<span class=""vh"">]</span></abbr></a><span class=""modifier"">×2</span><br>resistance:<br>retreat: <a href=""https://pkmncards.com/retreat-cost/1/"" class=""retreat-cost"">1</a></p><p class=""artist-set"">Illus. <a href=""https://pkmncards.com/artist/mizue/"" class=""artist"">Mizue</a><br><a href=""https://pkmncards.com/set/sword-shield/"" class=""set"">Sword &amp; Shield</a> — <a href=""https://pkmncards.com/number/057/"" class=""number"">057</a>/202 — <a href=""https://pkmncards.com/rarity/uncommon/"" class=""rarity"">Uncommon</a></p><p class=""flavor"">A clever combatant, this Pokémon battles using water balloons created with moisture secreted from its palms.</p>"
"1589788245-1826","https://pkmncards.com/set/sword-shield/","https://pkmncards.com/wp-content/uploads/en_US-SWSH1-003-roselia.jpg","<p class=""name-type""><a href=""https://pkmncards.com/name/roselia/"" class=""name"">Roselia</a> — <a href=""https://pkmncards.com/hp/70/"" class=""hp"">70 HP</a> — <a href=""https://pkmncards.com/color/grass/"" class=""color""><abbr title=""Grass"" class=""energy-symbol grass""><span class=""vh"">[</span>G<span class=""vh"">]</span></abbr></a><br><a href=""https://pkmncards.com/stage/basic/"" class=""stage"">Basic</a></p><p><abbr title=""Colorless"" class=""energy-symbol colorless""><span class=""vh"">[</span>C<span class=""vh"">]</span></abbr> <span class=""attack-name"">Sweet Scent</span><br>
Heal 30 damage from 1 of your Pokémon.</p>
<p><abbr title=""Grass"" class=""energy-symbol grass""><span class=""vh"">[</span>G<span class=""vh"">]</span></abbr><abbr title=""Colorless"" class=""energy-symbol colorless""><span class=""vh"">[</span>C<span class=""vh"">]</span></abbr> <span class=""attack-name"">Sting</span>: 20</p>
<p class=""weakness-resistance-retreat-cost"">weakness: <a href=""https://pkmncards.com/weakness/fire/"" class=""weakness""><abbr title=""Fire"" class=""energy-symbol fire""><span class=""vh"">[</span>R<span class=""vh"">]</span></abbr></a><span class=""modifier"">×2</span><br>resistance:<br>retreat: <a href=""https://pkmncards.com/retreat-cost/1/"" class=""retreat-cost"">1</a></p><p class=""artist-set"">Illus. <a href=""https://pkmncards.com/artist/naoyo-kimura/"" class=""artist"">Naoyo Kimura</a><br><a href=""https://pkmncards.com/set/sword-shield/"" class=""set"">Sword &amp; Shield</a> — <a href=""https://pkmncards.com/number/003/"" class=""number"">003</a>/202 — <a href=""https://pkmncards.com/rarity/common/"" class=""rarity"">Common</a></p><p class=""flavor"">Its flowers give off a relaxing fragrance. The stronger its aroma, the healthier the Roselia is.</p>"
"1589788245-1966","https://pkmncards.com/set/sword-shield/","https://pkmncards.com/wp-content/uploads/en_US-SWSH1-143-hoothoot.jpg","<p class=""name-type""><a href=""https://pkmncards.com/name/hoothoot/"" class=""name"">Hoothoot</a> — <a href=""https://pkmncards.com/hp/70/"" class=""hp"">70 HP</a> — <a href=""https://pkmncards.com/color/colorless/"" class=""color""><abbr title=""Colorless"" class=""energy-symbol colorless""><span class=""vh"">[</span>C<span class=""vh"">]</span></abbr></a><br><a href=""https://pkmncards.com/stage/basic/"" class=""stage"">Basic</a></p><p><abbr title=""Colorless"" class=""energy-symbol colorless""><span class=""vh"">[</span>C<span class=""vh"">]</span></abbr> <span class=""attack-name"">Send Back</span><br>
Your opponent switches their Active Pokémon with 1 of their Benched Pokémon.</p>
<p><abbr title=""Colorless"" class=""energy-symbol colorless""><span class=""vh"">[</span>C<span class=""vh"">]</span></abbr><abbr title=""Colorless"" class=""energy-symbol colorless""><span class=""vh"">[</span>C<span class=""vh"">]</span></abbr> <span class=""attack-name"">Wing Attack</span>: 20</p>
<p class=""weakness-resistance-retreat-cost"">weakness: <a href=""https://pkmncards.com/weakness/lightning/"" class=""weakness""><abbr title=""Lightning"" class=""energy-symbol lightning""><span class=""vh"">[</span>L<span class=""vh"">]</span></abbr></a><span class=""modifier"">×2</span><br>resistance: <a href=""https://pkmncards.com/resistance/fighting/"" class=""resistance""><abbr title=""Fighting"" class=""energy-symbol fighting""><span class=""vh"">[</span>F<span class=""vh"">]</span></abbr></a><span class=""modifier"">-30</span><br>retreat: <a href=""https://pkmncards.com/retreat-cost/1/"" class=""retreat-cost"">1</a></p><p class=""artist-set"">Illus. <a href=""https://pkmncards.com/artist/yumi/"" class=""artist"">Yumi</a><br><a href=""https://pkmncards.com/set/sword-shield/"" class=""set"">Sword &amp; Shield</a> — <a href=""https://pkmncards.com/number/143/"" class=""number"">143</a>/202 — <a href=""https://pkmncards.com/rarity/common/"" class=""rarity"">Common</a></p><p class=""flavor"">It begins to hoot at the same time every day. Some Trainers use them in place of clocks.</p>"
"1589788245-1937","https://pkmncards.com/set/sword-shield/","https://pkmncards.com/wp-content/uploads/en_US-SWSH1-114-stonjourner.jpg","<p class=""name-type""><a href=""https://pkmncards.com/name/stonjourner/"" class=""name"">Stonjourner</a> — <a href=""https://pkmncards.com/hp/120/"" class=""hp"">120 HP</a> — <a href=""https://pkmncards.com/color/fighting/"" class=""color""><abbr title=""Fighting"" class=""energy-symbol fighting""><span class=""vh"">[</span>F<span class=""vh"">]</span></abbr></a><br><a href=""https://pkmncards.com/stage/basic/"" class=""stage"">Basic</a></p><p><abbr title=""Fighting"" class=""energy-symbol fighting""><span class=""vh"">[</span>F<span class=""vh"">]</span></abbr><abbr title=""Fighting"" class=""energy-symbol fighting""><span class=""vh"">[</span>F<span class=""vh"">]</span></abbr> <span class=""attack-name"">Wild Tackle</span>: 70<br>
This Pokémon also does 10 damage to itself.</p>
<p class=""weakness-resistance-retreat-cost"">weakness: <a href=""https://pkmncards.com/weakness/grass/"" class=""weakness""><abbr title=""Grass"" class=""energy-symbol grass""><span class=""vh"">[</span>G<span class=""vh"">]</span></abbr></a><span class=""modifier"">×2</span><br>resistance:<br>retreat: <a href=""https://pkmncards.com/retreat-cost/2/"" class=""retreat-cost"">2</a></p><p class=""artist-set"">Illus. <a href=""https://pkmncards.com/artist/shin-nagasawa/"" class=""artist"">Shin Nagasawa</a><br><a href=""https://pkmncards.com/set/sword-shield/"" class=""set"">Sword &amp; Shield</a> — <a href=""https://pkmncards.com/number/114/"" class=""number"">114</a>/202 — <a href=""https://pkmncards.com/rarity/rare/"" class=""rarity"">Rare</a></p><p class=""flavor"">It stands in grasslands, watching the sun’s descent from zenith to horizon. This Pokémon has a talent for delivering dynamic kicks.</p>"
"1589788245-1905","https://pkmncards.com/set/sword-shield/","https://pkmncards.com/wp-content/uploads/en_US-SWSH1-082-galarian_rapidash.jpg","<p class=""name-type""><a href=""https://pkmncards.com/name/galarian-rapidash/"" class=""name"">Galarian Rapidash</a> — <a href=""https://pkmncards.com/hp/100/"" class=""hp"">100 HP</a> — <a href=""https://pkmncards.com/color/psychic/"" class=""color""><abbr title=""Psychic"" class=""energy-symbol psychic""><span class=""vh"">[</span>P<span class=""vh"">]</span></abbr></a><br><a href=""https://pkmncards.com/stage/stage-1/"" class=""stage"">Stage 1</a> — Evolves from <a href=""https://pkmncards.com?s=name%3Agalarian-ponyta+format%3Aupr-on-standard-2020%2Cblw-on-expanded-2020&amp;display=full&amp;sort=rating"" class=""evolves-from"">Galarian Ponyta</a></p><p><a href=""https://pkmncards.com/has/ability/"" class=""ability""><em>Ability</em></a>: <span class=""ability-name"">Pastel Veil</span><br>
Your Pokémon recover from all Special Conditions and can’t be affected by any Special Conditions.</p>
<p><abbr title=""Psychic"" class=""energy-symbol psychic""><span class=""vh"">[</span>P<span class=""vh"">]</span></abbr><abbr title=""Colorless"" class=""energy-symbol colorless""><span class=""vh"">[</span>C<span class=""vh"">]</span></abbr> <span class=""attack-name"">Psychic</span>: 30+<br>
This attack does 30 more damage for each Energy attached to your opponent’s Active Pokémon.</p>
<p class=""weakness-resistance-retreat-cost"">weakness: <a href=""https://pkmncards.com/weakness/darkness/"" class=""weakness""><abbr title=""Darkness"" class=""energy-symbol darkness""><span class=""vh"">[</span>D<span class=""vh"">]</span></abbr></a><span class=""modifier"">×2</span><br>resistance: <a href=""https://pkmncards.com/resistance/fighting/"" class=""resistance""><abbr title=""Fighting"" class=""energy-symbol fighting""><span class=""vh"">[</span>F<span class=""vh"">]</span></abbr></a><span class=""modifier"">-30</span><br>retreat: <a href=""https://pkmncards.com/retreat-cost/1/"" class=""retreat-cost"">1</a></p><p class=""artist-set"">Illus. <a href=""https://pkmncards.com/artist/you-iribi/"" class=""artist"">You Iribi</a><br><a href=""https://pkmncards.com/set/sword-shield/"" class=""set"">Sword &amp; Shield</a> — <a href=""https://pkmncards.com/number/082/"" class=""number"">082</a>/202 — <a href=""https://pkmncards.com/rarity/rare/"" class=""rarity"">Rare</a></p><p class=""flavor"">Brave and prideful, this Pokémon dashes airily through the forest, its steps aided by the psychic power stored in the fur on its fetlocks.</p>"
"1589788245-1892","https://pkmncards.com/set/sword-shield/","https://pkmncards.com/wp-content/uploads/en_US-SWSH1-069-lanturn.jpg","<p class=""name-type""><a href=""https://pkmncards.com/name/lanturn/"" class=""name"">Lanturn</a> — <a href=""https://pkmncards.com/hp/120/"" class=""hp"">120 HP</a> — <a href=""https://pkmncards.com/color/lightning/"" class=""color""><abbr title=""Lightning"" class=""energy-symbol lightning""><span class=""vh"">[</span>L<span class=""vh"">]</span></abbr></a><br><a href=""https://pkmncards.com/stage/stage-1/"" class=""stage"">Stage 1</a> — Evolves from <a href=""https://pkmncards.com?s=name%3Achinchou+format%3Aupr-on-standard-2020%2Cblw-on-expanded-2020&amp;display=full&amp;sort=rating"" class=""evolves-from"">Chinchou</a></p><p><abbr title=""Colorless"" class=""energy-symbol colorless""><span class=""vh"">[</span>C<span class=""vh"">]</span></abbr> <span class=""attack-name"">Ram</span>: 30</p>
<p><abbr title=""Lightning"" class=""energy-symbol lightning""><span class=""vh"">[</span>L<span class=""vh"">]</span></abbr><abbr title=""Colorless"" class=""energy-symbol colorless""><span class=""vh"">[</span>C<span class=""vh"">]</span></abbr><abbr title=""Colorless"" class=""energy-symbol colorless""><span class=""vh"">[</span>C<span class=""vh"">]</span></abbr> <span class=""attack-name"">Strobe Shock</span>: 90<br>
Your opponent reveals their hand. If you find any Energy cards there, your opponent’s Active Pokémon is now Paralyzed.</p>
<p class=""weakness-resistance-retreat-cost"">weakness: <a href=""https://pkmncards.com/weakness/fighting/"" class=""weakness""><abbr title=""Fighting"" class=""energy-symbol fighting""><span class=""vh"">[</span>F<span class=""vh"">]</span></abbr></a><span class=""modifier"">×2</span><br>resistance:<br>retreat: <a href=""https://pkmncards.com/retreat-cost/2/"" class=""retreat-cost"">2</a></p><p class=""artist-set"">Illus. <a href=""https://pkmncards.com/artist/naoyo-kimura/"" class=""artist"">Naoyo Kimura</a><br><a href=""https://pkmncards.com/set/sword-shield/"" class=""set"">Sword &amp; Shield</a> — <a href=""https://pkmncards.com/number/069/"" class=""number"">069</a>/202 — <a href=""https://pkmncards.com/rarity/rare/"" class=""rarity"">Rare</a></p><p class=""flavor"">This Pokémon flashes a bright light that blinds its prey. This creates an opening for it to deliver an electrical attack.</p>"
"1589788245-1952","https://pkmncards.com/set/sword-shield/","https://pkmncards.com/wp-content/uploads/en_US-SWSH1-129-mawile.jpg","<p class=""name-type""><a href=""https://pkmncards.com/name/mawile/"" class=""name"">Mawile</a> — <a href=""https://pkmncards.com/hp/90/"" class=""hp"">90 HP</a> — <a href=""https://pkmncards.com/color/metal/"" class=""color""><abbr title=""Metal"" class=""energy-symbol metal""><span class=""vh"">[</span>M<span class=""vh"">]</span></abbr></a><br><a href=""https://pkmncards.com/stage/basic/"" class=""stage"">Basic</a></p><p><abbr title=""Colorless"" class=""energy-symbol colorless""><span class=""vh"">[</span>C<span class=""vh"">]</span></abbr> <span class=""attack-name"">Find a Friend</span><br>
Search your deck for a Pokémon, reveal it, and put it into your hand. Then, shuffle your deck.</p>
<p><abbr title=""Metal"" class=""energy-symbol metal""><span class=""vh"">[</span>M<span class=""vh"">]</span></abbr><abbr title=""Colorless"" class=""energy-symbol colorless""><span class=""vh"">[</span>C<span class=""vh"">]</span></abbr> <span class=""attack-name"">Crunch</span>: 40<br>
Discard an Energy from your opponent’s Active Pokémon.</p>
<p class=""weakness-resistance-retreat-cost"">weakness: <a href=""https://pkmncards.com/weakness/fire/"" class=""weakness""><abbr title=""Fire"" class=""energy-symbol fire""><span class=""vh"">[</span>R<span class=""vh"">]</span></abbr></a><span class=""modifier"">×2</span><br>resistance: <a href=""https://pkmncards.com/resistance/grass/"" class=""resistance""><abbr title=""Grass"" class=""energy-symbol grass""><span class=""vh"">[</span>G<span class=""vh"">]</span></abbr></a><span class=""modifier"">-30</span><br>retreat: <a href=""https://pkmncards.com/retreat-cost/1/"" class=""retreat-cost"">1</a></p><p class=""artist-set"">Illus. <a href=""https://pkmncards.com/artist/akira-egawa/"" class=""artist"">AKIRA EGAWA</a><br><a href=""https://pkmncards.com/set/sword-shield/"" class=""set"">Sword &amp; Shield</a> — <a href=""https://pkmncards.com/number/129/"" class=""number"">129</a>/202 — <a href=""https://pkmncards.com/rarity/common/"" class=""rarity"">Common</a></p><p class=""flavor"">It chomps with its gaping mouth. Its huge jaws are actually steel horns that have been transformed.</p>"
"1589788245-1839","https://pkmncards.com/set/sword-shield/","https://pkmncards.com/wp-content/uploads/en_US-SWSH1-016-blipbug.jpg","<p class=""name-type""><a href=""https://pkmncards.com/name/blipbug/"" class=""name"">Blipbug</a> — <a href=""https://pkmncards.com/hp/50/"" class=""hp"">50 HP</a> — <a href=""https://pkmncards.com/color/grass/"" class=""color""><abbr title=""Grass"" class=""energy-symbol grass""><span class=""vh"">[</span>G<span class=""vh"">]</span></abbr></a><br><a href=""https://pkmncards.com/stage/basic/"" class=""stage"">Basic</a></p><p><abbr title=""Grass"" class=""energy-symbol grass""><span class=""vh"">[</span>G<span class=""vh"">]</span></abbr> <span class=""attack-name"">Gnaw</span>: 20</p>
<p class=""weakness-resistance-retreat-cost"">weakness: <a href=""https://pkmncards.com/weakness/fire/"" class=""weakness""><abbr title=""Fire"" class=""energy-symbol fire""><span class=""vh"">[</span>R<span class=""vh"">]</span></abbr></a><span class=""modifier"">×2</span><br>resistance:<br>retreat: <a href=""https://pkmncards.com/retreat-cost/1/"" class=""retreat-cost"">1</a></p><p class=""artist-set"">Illus. <a href=""https://pkmncards.com/artist/nagimiso/"" class=""artist"">nagimiso</a><br><a href=""https://pkmncards.com/set/sword-shield/"" class=""set"">Sword &amp; Shield</a> — <a href=""https://pkmncards.com/number/016/"" class=""number"">016</a>/202 — <a href=""https://pkmncards.com/rarity/common/"" class=""rarity"">Common</a></p><p class=""flavor"">Often found in gardens, this Pokémon has hairs on its body that it uses to assess its surroundings.</p>"
"1589788245-2012","https://pkmncards.com/set/sword-shield/","https://pkmncards.com/wp-content/uploads/en_US-SWSH1-189-lapras_v.jpg","<p class=""name-type""><a href=""https://pkmncards.com/name/lapras-v/"" class=""name"">Lapras V</a> — <a href=""https://pkmncards.com/hp/210/"" class=""hp"">210 HP</a> — <a href=""https://pkmncards.com/color/water/"" class=""color""><abbr title=""Water"" class=""energy-symbol water""><span class=""vh"">[</span>W<span class=""vh"">]</span></abbr></a><br><a href=""https://pkmncards.com/stage/basic/"" class=""stage"">Basic</a></p><p><abbr title=""Colorless"" class=""energy-symbol colorless""><span class=""vh"">[</span>C<span class=""vh"">]</span></abbr> <span class=""attack-name"">Body Surf</span><br>
Attach a <abbr title=""Water"" class=""energy-symbol water""><span class=""vh"">[</span>W<span class=""vh"">]</span></abbr> Energy card from your hand to this Pokémon. If you do, switch it with 1 of your Benched Pokémon.</p>
<p><abbr title=""Water"" class=""energy-symbol water""><span class=""vh"">[</span>W<span class=""vh"">]</span></abbr><abbr title=""Water"" class=""energy-symbol water""><span class=""vh"">[</span>W<span class=""vh"">]</span></abbr><abbr title=""Water"" class=""energy-symbol water""><span class=""vh"">[</span>W<span class=""vh"">]</span></abbr><abbr title=""Colorless"" class=""energy-symbol colorless""><span class=""vh"">[</span>C<span class=""vh"">]</span></abbr> <span class=""attack-name"">Ocean Loop</span>: 210<br>
Put 2 <abbr title=""Water"" class=""energy-symbol water""><span class=""vh"">[</span>W<span class=""vh"">]</span></abbr> Energy attached to this Pokémon into your hand.</p>
<p><em>V rule:</em> When your Pokémon <em>V</em> is Knocked Out, your opponent takes 2 Prize cards.</p><p class=""weakness-resistance-retreat-cost"">weakness: <a href=""https://pkmncards.com/weakness/lightning/"" class=""weakness""><abbr title=""Lightning"" class=""energy-symbol lightning""><span class=""vh"">[</span>L<span class=""vh"">]</span></abbr></a><span class=""modifier"">×2</span><br>resistance:<br>retreat: <a href=""https://pkmncards.com/retreat-cost/2/"" class=""retreat-cost"">2</a></p><p class=""artist-set"">Illus. <a href=""https://pkmncards.com/artist/5ban-graphics/"" class=""artist"">5ban Graphics</a><br><a href=""https://pkmncards.com/set/sword-shield/"" class=""set"">Sword &amp; Shield</a> — <a href=""https://pkmncards.com/number/189/"" class=""number"">189</a>/202 — <a href=""https://pkmncards.com/rarity/rare-ultra/"" class=""rarity"">Rare Ultra</a></p>"
